team_id,team_abv,team_name,points_scored,points_allowed,team_time_of_possession,penalties_NUM,penalties_YDS,offense_PLAYS,offense_YDS,offense_YDS/PLAY,offense_first_downs_passing,offense_first_downs_rushing,offense_first_downs_penalty,offense_turnovers,second_downs_ATT,second_downs_MADE,third_downs_ATT,third_downs_MADE,red_zone_OPP,red_zone_TD,second_downs_PCT,passing_ATT,passing_YDS,passing_INT,passing_YDS/ATT,rushing_ATT,rushing_YDS,rushing_YDS/ATT,fumbles_NUM,fumbles_LOST,fumbles_FR,fumbles_FR_YDS,defense_TFL,defense_SACKS,defense_SACK_YDS,defense_BLK,defense_INT,defense_INT_YDS,kicking_FGM,kicking_FGA,kicking_FG_LONG,punting_NUM,punting_GROSS_YDS,punting_GROSS_AVG,punt_return_NUM,punt_return_YDS,punt_return_AVG,kick_return_NUM,kick_return_YDS,kick_return_AVG,missed_fg_return_NUM,missed_fg_return_YDS,season,game_id,fixture_id,season_type,last_updated
86680,MTL,Montreal Alouettes,48,30,31:31,7,89,51,481,9.4,9,15,2,2,19,13,1,1,4,/,68.4,29,352,2,12.1,22,129,5.9,0,0,0,0,[2],0,0,0,1,0,2,2,38,3,166,55.3,3,51,17.0,5,88,17.6,0,0,2026,13419710,13419710,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,24,27,26:21,3,25,44,258,5.9,4,9,2,1,16,4,1,1,3,/,25.0,33,239,1,7.2,10,26,2.6,0,0,0,0,[1],0,0,0,1,7,1,2,47,9,458,50.9,6,115,19.2,5,111,22.2,1,9,2026,13419711,13419711,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,27,24,33:39,5,36,60,436,7.5,6,16,0,2,24,12,3,2,2,/,50.0,39,370,1,9.5,20,77,3.9,1,1,1,0,[0],1,7,1,1,39,2,3,33,7,331,47.3,8,107,13.4,4,58,14.5,1,7,2026,13419711,13419711,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,30,26,28:08,9,94,48,446,9.3,7,12,1,3,18,9,1,1,4,/,50.0,22,301,1,13.7,24,152,6.3,2,2,2,0,[1],2,11,0,1,9,1,1,45,5,227,45.4,4,42,10.5,3,73,24.3,0,0,2026,13419712,13419712,Regular Season,2026-09-05T13:12:52.590189
112939,CGY,Calgary Stampeders,26,30,31:52,4,30,55,292,5.3,6,13,2,1,22,9,2,2,2,/,40.9,33,206,1,6.2,20,97,4.9,0,0,0,1,[5],1,6,0,1,55,4,5,55,6,303,50.5,4,39,9.8,5,142,28.4,0,0,2026,13419712,13419712,Regular Season,2026-09-05T13:12:52.590189
88019,OTT,Ottawa REDBLACKS,21,33,29:18,4,21,54,333,6.2,0,17,2,2,20,10,2,1,2,/,50.0,44,314,1,7.1,8,27,3.4,0,0,0,0,[1],4,33,0,0,0,3,3,51,6,293,48.8,4,62,15.5,4,136,34.0,0,0,2026,13419713,13419713,Regular Season,2026-09-05T13:12:52.590189
110380,WPG,Winnipeg Blue Bombers,33,21,30:34,5,35,55,305,5.4,9,13,1,0,18,7,2,2,3,/,38.9,33,249,0,7.5,16,94,5.9,0,0,0,0,[1],1,8,0,1,9,4,4,56,6,298,49.7,6,85,14.2,4,136,34.0,0,0,2026,13419713,13419713,Regular Season,2026-09-05T13:12:52.590189
122345,TOR,Toronto Argonauts,12,42,22:20,5,60,51,287,5.6,2,9,1,6,19,5,3,1,1,/,26.3,35,277,2,7.9,12,45,3.8,2,2,2,17,[4],3,23,0,0,0,2,4,36,5,235,47.0,4,49,12.3,5,108,21.6,0,0,2026,13419714,13419714,Regular Season,2026-09-05T13:12:52.590189
114347,EDM,Edmonton Elks,42,12,37:40,7,69,64,431,6.7,9,13,0,1,25,12,2,2,3,/,48.0,31,301,0,9.7,27,158,5.9,2,1,2,0,[2],3,24,0,2,85,4,4,52,7,338,48.3,3,11,3.7,2,44,22.0,2,62,2026,13419714,13419714,Regular Season,2026-09-05T13:12:52.590189
106752,SSK,Saskatchewan Roughriders,19,26,30:35,8,107,48,244,5.1,3,11,2,2,21,9,1,1,0,/,42.9,35,207,2,5.9,12,45,3.8,0,0,0,0,[0],0,0,0,0,0,4,4,52,5,228,45.6,4,60,15.0,4,75,18.8,0,0,2026,13419715,13419715,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,26,19,29:25,6,50,52,348,6.7,7,12,2,1,17,7,2,1,0,/,41.2,33,263,0,8.0,17,87,5.1,0,0,0,0,[2],1,8,0,2,40,4,4,38,4,190,47.5,5,58,11.6,2,31,15.5,0,0,2026,13419715,13419715,Regular Season,2026-09-05T13:12:52.590189
88019,OTT,Ottawa REDBLACKS,16,46,28:31,3,29,56,252,4.6,10,8,4,5,20,11,4,2,2,/,55.0,32,181,3,5.7,21,96,4.6,2,2,2,57,[0],1,4,0,0,0,1,2,36,1,42,42.0,1,16,16.0,7,102,14.6,0,0,2026,13419716,13419716,Regular Season,2026-09-05T13:12:52.590189
86680,MTL,Montreal Alouettes,46,16,31:29,12,90,55,457,8.4,13,16,1,2,20,16,0,0,5,/,80.0,28,291,0,10.4,25,175,7.0,2,2,2,49,[0],2,18,0,3,32,1,1,33,2,65,32.5,1,2,2.0,3,81,27.0,0,0,2026,13419716,13419716,Regular Season,2026-09-05T13:12:52.590189
110380,WPG,Winnipeg Blue Bombers,19,22,30:59,2,56,53,319,6.0,8,10,0,2,21,9,2,1,0,/,42.9,30,219,1,7.3,20,117,5.9,1,0,1,0,[3],0,0,0,1,0,4,4,53,5,251,50.2,5,61,12.2,3,61,20.3,0,0,2026,13419717,13419717,Regular Season,2026-09-05T13:12:52.590189
114347,EDM,Edmonton Elks,22,19,29:01,0,0,58,382,6.6,8,14,1,3,22,13,1,1,2,/,59.1,32,259,1,8.1,26,123,4.7,2,2,2,0,[2],2,16,0,1,0,3,3,42,5,265,53.0,5,58,11.6,3,55,18.3,0,0,2026,13419717,13419717,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,20,39,25:23,9,55,51,401,7.9,6,11,0,3,21,11,2,0,2,/,52.4,32,356,0,11.1,15,73,4.9,1,1,1,0,[2],0,0,0,1,0,2,2,40,6,279,46.5,2,17,8.5,5,108,21.6,0,0,2026,13419718,13419718,Regular Season,2026-09-05T13:12:52.590189
122345,TOR,Toronto Argonauts,39,20,34:37,1,5,61,434,7.0,10,15,1,1,26,16,1,1,2,/,61.5,34,289,1,8.5,27,145,5.4,0,0,0,0,[1],4,28,1,0,0,4,5,49,3,139,46.3,5,98,19.6,2,44,22.0,0,0,2026,13419718,13419718,Regular Season,2026-09-05T13:12:52.590189
106752,SSK,Saskatchewan Roughriders,16,30,30:46,7,72,61,410,6.7,7,16,0,4,23,11,4,3,0,/,47.8,42,356,2,8.5,16,69,4.3,3,1,3,0,[1],3,15,0,1,33,3,3,47,4,187,46.8,4,62,15.5,4,103,25.8,0,0,2026,13419719,13419719,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,30,16,29:14,2,20,47,414,8.6,5,16,1,1,14,6,0,0,2,/,42.9,28,355,1,12.7,14,76,5.4,0,0,0,2,[1],3,15,0,2,16,3,3,44,4,225,56.3,3,35,11.7,2,41,20.5,0,0,2026,13419719,13419719,Regular Season,2026-09-05T13:12:52.590189
86680,MTL,Montreal Alouettes,28,44,22:10,6,88,46,284,6.2,4,13,0,3,13,3,6,4,3,/,23.1,31,257,0,8.3,11,51,4.6,2,2,2,12,[1],1,1,1,0,0,0,0,0,4,179,44.8,2,52,26.0,6,147,24.5,0,0,2026,13419720,13419720,Regular Season,2026-09-05T13:12:52.590189
110380,WPG,Winnipeg Blue Bombers,44,28,37:50,6,65,62,447,7.1,15,15,2,1,22,14,2,2,5,/,59.1,32,324,0,10.1,27,127,4.7,2,1,2,3,[0],1,10,0,0,0,3,3,51,2,105,52.5,3,34,11.3,4,91,22.8,0,0,2026,13419720,13419720,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,23,28,27:35,5,45,50,294,5.9,7,11,0,1,19,7,2,2,1,/,36.8,25,212,1,8.5,20,116,5.8,0,0,0,0,[0],3,22,0,1,0,3,3,38,6,306,51.0,1,11,11.0,4,85,21.3,0,0,2026,13419721,13419721,Regular Season,2026-09-05T13:12:52.590189
112939,CGY,Calgary Stampeders,28,23,32:25,2,9,56,378,6.8,5,16,1,1,23,13,1,1,1,/,56.5,36,274,1,7.6,17,126,7.4,0,0,0,0,[4],3,33,0,1,8,5,6,51,3,147,49.0,4,62,15.5,3,74,24.7,0,0,2026,13419721,13419721,Regular Season,2026-09-05T13:12:52.590189
122345,TOR,Toronto Argonauts,24,28,23:28,6,47,47,422,9.0,1,18,0,2,17,7,0,0,3,/,41.2,41,421,2,10.3,4,15,3.8,1,0,1,0,[2],2,6,1,0,0,1,2,51,7,386,55.1,6,64,10.7,5,106,21.2,1,25,2026,13419722,13419722,Regular Season,2026-09-05T13:12:52.590189
106752,SSK,Saskatchewan Roughriders,28,24,36:32,4,32,62,429,6.9,6,17,1,2,22,8,4,2,3,/,36.4,36,313,0,8.7,24,124,5.2,1,0,1,0,[1],2,14,0,2,47,2,3,55,6,244,40.7,7,76,10.9,4,98,24.5,0,0,2026,13419722,13419722,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,45,24,37:08,10,84,62,576,9.1,16,15,5,3,20,14,1,1,6,/,70.0,25,355,2,14.2,34,231,6.8,1,1,1,0,[2],3,16,0,1,22,1,1,31,3,122,40.7,3,45,15.0,4,86,21.5,0,0,2026,13419723,13419723,Regular Season,2026-09-05T13:12:52.590189
88019,OTT,Ottawa REDBLACKS,24,45,22:52,13,154,48,329,6.9,2,15,1,4,17,6,4,1,2,/,35.3,38,348,1,9.2,7,3,0.4,0,0,0,0,[1],1,8,0,2,30,1,1,43,6,326,54.3,2,9,4.5,7,177,25.3,0,0,2026,13419723,13419723,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,30,37,33:33,6,53,66,457,7.0,8,15,2,3,25,12,4,2,0,/,48.0,45,375,1,8.3,21,82,3.9,0,0,0,0,[0],0,0,0,0,0,5,5,50,5,243,48.6,2,23,11.5,6,144,24.0,0,0,2026,13419724,13419724,Regular Season,2026-09-05T13:12:52.590189
86680,MTL,Montreal Alouettes,37,30,26:27,5,48,48,338,7.0,4,16,1,2,15,5,2,1,3,/,33.3,34,297,0,8.7,14,41,2.9,2,1,2,0,[0],0,0,0,1,57,3,3,50,5,247,49.4,5,35,8.0,3,56,18.7,0,0,2026,13419724,13419724,Regular Season,2026-09-05T13:12:52.590189
