team_id,team_abv,team_name,points_scored,points_allowed,team_time_of_possession,penalties_NUM,penalties_YDS,offense_PLAYS,offense_YDS,offense_YDS/PLAY,offense_first_downs_passing,offense_first_downs_rushing,offense_first_downs_penalty,offense_turnovers,second_downs_ATT,second_downs_MADE,third_downs_ATT,third_downs_MADE,red_zone_OPP,red_zone_TD,second_downs_PCT,passing_ATT,passing_YDS,passing_INT,passing_YDS/ATT,rushing_ATT,rushing_YDS,rushing_YDS/ATT,fumbles_NUM,fumbles_LOST,fumbles_FR,fumbles_FR_YDS,defense_TFL,defense_SACKS,defense_SACK_YDS,defense_BLK,defense_INT,defense_INT_YDS,kicking_FGM,kicking_FGA,kicking_FG_LONG,punting_NUM,punting_GROSS_YDS,punting_GROSS_AVG,punt_return_NUM,punt_return_YDS,punt_return_AVG,kick_return_NUM,kick_return_YDS,kick_return_AVG,missed_fg_return_NUM,missed_fg_return_YDS,season,game_id,fixture_id,season_type,last_updated
112939,CGY,Calgary Stampeders,52,30,26:29,6,55,46,387,8.4,3,11,0,3,18,7,1,0,2,/,38.9,27,319,0,11.8,15,88,5.9,3,2,3,0,[1],3,23,0,4,84,3,4,51,5,230,46.0,3,42,14.0,4,79,19.8,1,118,2026,13419701,13419701,Regular Season,2026-09-05T13:12:52.590189
110380,WPG,Winnipeg Blue Bombers,30,52,33:31,7,75,61,362,5.9,8,9,0,6,26,12,3,1,1,/,46.2,40,249,4,6.2,18,136,7.6,0,0,0,0,[1],3,19,0,0,0,3,4,49,5,225,45.0,3,51,17.0,8,149,18.6,1,28,2026,13419701,13419701,Regular Season,2026-09-05T13:12:52.590189
122345,TOR,Toronto Argonauts,26,12,29:35,8,57,54,373,6.9,4,18,3,0,21,11,0,0,1,/,52.4,38,331,0,8.7,13,63,4.8,0,0,0,0,[2],4,23,0,0,0,4,5,48,5,262,52.4,5,99,19.8,2,57,28.5,0,0,2026,13419702,13419702,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,12,26,30:25,6,65,62,320,5.2,4,15,1,1,25,9,5,4,0,/,36.0,40,284,0,7.1,18,59,3.3,0,0,0,0,[2],3,21,0,0,0,4,4,34,7,382,54.6,5,31,6.2,3,56,18.7,0,0,2026,13419702,13419702,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,18,31,27:51,11,116,45,228,5.1,6,8,0,2,18,8,1,1,0,/,44.4,23,164,1,7.1,18,80,4.4,1,1,1,0,[1],1,7,0,1,0,1,1,46,7,324,46.3,4,148,37.0,5,53,10.6,0,0,2026,13419703,13419703,Regular Season,2026-09-05T13:12:52.590189
86680,MTL,Montreal Alouettes,31,18,32:09,2,14,57,347,6.1,11,12,2,3,21,12,2,1,3,/,57.1,29,187,1,6.4,27,167,6.2,3,1,3,0,[0],3,15,0,1,18,3,3,46,4,196,49.0,4,45,11.3,3,100,33.3,0,0,2026,13419703,13419703,Regular Season,2026-09-05T13:12:52.590189
93775,BC,BC Lions,35,19,28:05,3,30,54,453,8.5,16,4,0,1,19,8,3,3,1,/,42.1,16,99,0,6.2,33,377,11.4,1,1,1,0,[2],3,15,0,0,0,2,3,43,5,240,48.0,6,53,8.8,2,28,14.0,0,0,2026,13419704,13419704,Regular Season,2026-09-05T13:12:52.590189
110380,WPG,Winnipeg Blue Bombers,19,35,31:55,4,40,53,304,5.7,6,11,0,2,22,9,2,1,1,/,36.4,25,190,0,7.6,25,129,5.2,2,1,2,0,[0],2,15,0,0,0,4,4,49,6,306,51.0,3,33,11.0,4,102,25.5,0,0,2026,13419704,13419704,Regular Season,2026-09-05T13:12:52.590189
86680,MTL,Montreal Alouettes,34,13,30:19,4,50,51,504,9.9,6,18,1,0,18,13,0,0,4,/,72.2,30,420,0,14.0,17,89,5.2,0,0,0,0,[4],2,7,0,2,23,2,2,42,3,112,37.3,2,11,5.5,2,33,16.5,0,0,2026,13419705,13419705,Regular Season,2026-09-05T13:12:52.590189
88019,OTT,Ottawa REDBLACKS,13,34,29:41,6,60,61,375,6.0,6,18,1,4,21,9,7,4,1,/,42.9,46,346,2,7.5,13,36,2.8,0,0,0,0,[0],0,0,0,0,0,2,2,14,3,130,43.3,1,18,18.0,5,103,20.6,0,0,2026,13419705,13419705,Regular Season,2026-09-05T13:12:52.590189
112939,CGY,Calgary Stampeders,44,20,26:42,4,55,45,332,7.4,5,8,1,1,20,9,1,1,2,/,45.0,25,252,0,10.1,18,86,4.8,1,1,1,60,[2],4,24,0,1,25,3,4,53,6,312,52.0,6,83,13.8,2,35,17.5,0,0,2026,13419706,13419706,Regular Season,2026-09-05T13:12:52.590189
83579,HAM,Hamilton Tiger-cats,20,44,33:18,5,41,60,351,5.9,11,10,1,4,23,9,2,1,0,/,39.1,30,223,1,7.4,25,172,6.9,3,2,3,0,[2],1,6,0,0,0,4,4,50,7,381,54.4,5,41,8.2,6,96,16.0,0,0,2026,13419706,13419706,Regular Season,2026-09-05T13:12:52.590189
106752,SSK,Saskatchewan Roughriders,28,26,32:10,7,80,58,319,5.5,8,11,3,1,21,11,2,2,4,/,52.4,24,239,1,10.0,28,94,3.4,0,0,0,0,[3],3,23,0,0,0,0,1,0,6,295,49.2,6,55,9.2,2,109,54.5,0,0,2026,13419707,13419707,Regular Season,2026-09-05T13:12:52.590189
114347,EDM,Edmonton Elks,26,28,27:50,10,92,47,318,6.8,4,13,1,0,19,9,0,0,2,/,47.4,28,286,0,10.2,16,55,3.4,1,0,1,0,[1],3,11,0,1,0,4,4,44,6,358,59.7,5,33,6.6,5,124,24.8,0,0,2026,13419707,13419707,Regular Season,2026-09-05T13:12:52.590189
112939,CGY,Calgary Stampeders,30,33,30:07,5,88,48,249,5.2,6,7,0,3,20,8,2,1,2,/,40.0,24,159,2,6.6,20,108,5.4,0,0,0,46,[4],2,14,0,4,90,3,3,46,7,332,47.4,2,21,10.5,5,106,21.2,1,27,2026,13419708,13419708,Regular Season,2026-09-05T13:12:52.590189
122345,TOR,Toronto Argonauts,33,30,29:53,2,20,61,440,7.2,5,17,1,5,24,13,1,1,1,/,54.2,43,349,4,8.1,16,105,6.6,2,1,2,0,[1],4,18,0,2,0,4,5,52,3,157,52.3,6,116,19.3,5,127,25.4,0,0,2026,13419708,13419708,Regular Season,2026-09-05T13:12:52.590189
88019,OTT,Ottawa REDBLACKS,20,42,29:49,4,40,58,353,6.2,3,20,1,4,22,14,4,3,2,/,63.6,46,357,1,7.8,10,12,1.2,2,2,2,0,[1],1,4,0,1,12,0,0,0,4,180,45.0,3,35,11.7,6,119,19.8,0,0,2026,13419709,13419709,Regular Season,2026-09-05T13:12:52.590189
106752,SSK,Saskatchewan Roughriders,42,20,30:11,6,48,63,535,8.5,9,20,1,1,24,17,2,2,5,/,70.8,38,401,1,10.6,23,139,6.0,0,0,0,8,[3],1,6,0,1,0,2,2,35,3,126,42.0,3,44,14.7,4,68,17.0,0,0,2026,13419709,13419709,Regular Season,2026-09-05T13:12:52.590189
114347,EDM,Edmonton Elks,30,48,28:29,5,68,61,407,6.7,9,18,4,3,21,13,2,1,3,/,61.9,42,286,1,6.8,18,125,6.9,2,2,2,0,[1],0,0,1,2,30,1,2,25,3,125,41.7,2,34,17.0,7,158,22.6,0,0,2026,13419710,13419710,Regular Season,2026-09-05T13:12:52.590189
