competitor_id,player_jersey_number,player_full_name,player_abv_name,player_position,player_status,passing_COMP,passing_ATT,passing_COMP%,passing_YDS,passing_TD,passing_INT,passing_LONG,passing_YDS/ATT,passing_AY/A,rushing_ATT,rushing_YDS,rushing_TD,rushing_LONG,rushing_AVG,receiving_TGT,receiving_REC,receiving_YDS,receiving_YAC,receiving_TD,receiving_LONG,receiving_AVG,receiving_YDS/TGT,receiving_CATCH%,defense_SOLO,defense_SACKS,defense_TFL,defense_INT,defense_FF,defense_FR,defense_ST_TAK,kicking_FGM,kicking_FGA,kicking_FG%,kicking_FG_LONG,kicking_XP,kicking_ROUGE,kickoffs_NUM,kickoffs_YDS,kickoffs_LONG,punting_NO,punting_GROSS_YDS,punting_GROSS_AVG,punting_LONG,punting_IN_10,kick_return_NUM,kick_return_YDS,kick_return_LONG,kick_return_AVG,punt_return_NUM,punt_return_YDS,punt_return_LONG,punt_return_AVG,game_id,team_id,team_abv,team_name,season_type,last_updated,season
1350877,88,Tyler Ternowski,Tyler Ternowski,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1357161,42,Gregory Junior,Gregory Junior,Defensive_Cornerback,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1399802,86,Xavier Malone,Xavier Malone,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,49.0,41.0,16.333,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1400232,1,Reggie Stubblefield,Reggie Stubblefield,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1401593,94,Mitchell Agude,Mitchell Agude,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1405203,24,Robert Panabaker,Robert Panabaker,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1468467,47,Owen Hubert,Owen Hubert,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1470629,25,Destin Talbert,Destin Talbert,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1470649,36,Ryan Baker,Ryan Baker,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1483360,87,Jaelen Gill,Jaelen Gill,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,2.0,1.0,25.0,2.0,0.0,25.0,25.0,12.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1483388,6,Zamari Walton,Zamari Walton,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1483410,22,Mario Kendricks,Mario Kendricks,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1483758,13,Kaleb Ford-Dement,Kaleb Ford-Dement,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1484103,15,Craig Young,Craig Young,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1484471,74,Blayne Taylor,Blayne Taylor,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1487519,70,Mitch McCarthy,Mitch McCarthy,Punter,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,222.0,44.4,53.0,0.0,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1488019,72,Nahree Biggins,Nahree Biggins,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1489292,28,Cameron Bergeron,Cameron Bergeron,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1492168,23,Cameron Stone,Cameron Stone,Defensive_Cornerback,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1493140,93,Aamarii Notice,Aamarii Notice,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1496810,77,Brian Ugwu,Brian Ugwu,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1505124,80,Jerjuan Newton,Jerjuan Newton,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,8.0,6.0,2.0,1.0,1.0,0.5,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1506169,76,Kyrese Rowan,Kyrese Rowan,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1507004,18,Nick Haberer,Nick Haberer,Punter,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,214.0,42.8,52.0,1.0,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1518663,51,Jordan Crook,Jordan Crook,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1519264,41,Avery Morrow,Avery Morrow,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,5.0,22.0,0,8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1596980,35,Ronan Horrall,Ronan Horrall,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1602418,38,Braxton Hill,Braxton Hill,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1602437,29,Jake Nitychoruk,Jake Nitychoruk,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1602441,46,Philip Ossai,Philip Ossai,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1641722,20,Shane Watts,Shane Watts,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,6.0,22.0,0,6,3.667,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1752343,81,Moochie Dixon,Moochie Dixon,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,11.0,8.5,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1752604,73,Zachary Copeland,Zachary Copeland,Kicker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,28,0.0,0.0,1.0,57.0,57.0,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
941538,95,Julian Howsare,Julian Howsare,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
998924,89,Kenny Lawler,Kenny Lawler,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,83579,HAM,Hamilton Tiger-Cats,Preseason,2026-09-05T13:09:45.302148,2026
1005577,86,Damonte Coxie,Damonte Coxie,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1006437,3,Janarion Grant,Janarion Grant,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,35.0,24.0,17.5,1.0,0.0,0.0,0.0,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1007054,11,Robert Priester,Robert Priester,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1011747,99,Ralph Holley,Ralph Holley,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1015150,2,Tarvarus McFadden,Tarvarus McFadden,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1019820,24,Peyton Logan,Peyton Logan,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,3.0,31.0,0,14,10.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,9.0,3.5,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1022794,83,David Ungerer III,David Ungerer III,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,2.0,25.0,2.0,0.0,15.0,12.5,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1075930,17,Dimitri Stanley,Dimitri Stanley,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,3.0,3.0,24.0,11.0,0.0,10.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,28.0,9.0,7.0,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1085710,16,Marcus Rogers,Marcus Rogers,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,1.0,13.0,6.0,0.0,13.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1299931,70,Lirim Hajrullahu,Lirim Hajrullahu,Kicker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1349479,29,John Haggerty,John Haggerty,Punter,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,61.0,30.5,32.0,0.0,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1349532,26,Brian Harelimana,Brian Harelimana,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1349568,6,Adarius Pickett,Adarius Pickett,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1350456,4,Nick Arbuckle,Nick Arbuckle,Offensive_Quarterback,ActiveNotPlayed,6.0,11.0,0.545,65.0,0.0,0.0,16.0,5.909,5.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1357936,88,Andre Miller,Andre Miller,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1401657,35,Isaac Darkangelo,Isaac Darkangelo,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1465593,90,Denzel Daxon,Denzel Daxon,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1468482,10,Kevin Mital,Kevin Mital,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1473233,20,Derek Slywka,Derek Slywka,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1485617,27,Owen Goss,Owen Goss,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1487962,13,Solomon Davis,Solomon Davis,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,2.0,2.0,43.0,16.0,0.0,27.0,21.5,21.5,1.0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1489868,40,Darius McKenzie,Darius McKenzie,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1490316,74,Nolan Ulm,Nolan Ulm,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,2.0,1.0,6.0,6.0,0.0,6.0,6.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1493777,32,James Neal III,James Neal III,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1494693,80,SeVonne Rhea,SeVonne Rhea,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,4.0,2.0,30.0,19.0,0.0,15.0,15.0,7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1494910,92,Paris Shand,Paris Shand,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1496304,79,Jason Compoh,Jason Compoh,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1499707,37,Theran Johnson,Theran Johnson,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1502223,42,Jordan Pollard,Jordan Pollard,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1507586,18,Anthony Wilson,Anthony Wilson,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1509655,36,Aaron Casey,Aaron Casey,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
1514567,32,Qualan Jones,Qualan Jones,Offensive_RunningBack,Started,,,,,,,,,,4.0,5.0,0,4,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419667,122345,TOR,Toronto Argonauts,Preseason,2026-09-05T13:09:45.302148,2026
