competitor_id,player_jersey_number,player_full_name,player_abv_name,player_position,player_status,passing_COMP,passing_ATT,passing_COMP%,passing_YDS,passing_TD,passing_INT,passing_LONG,passing_YDS/ATT,passing_AY/A,rushing_ATT,rushing_YDS,rushing_TD,rushing_LONG,rushing_AVG,receiving_TGT,receiving_REC,receiving_YDS,receiving_YAC,receiving_TD,receiving_LONG,receiving_AVG,receiving_YDS/TGT,receiving_CATCH%,defense_SOLO,defense_SACKS,defense_TFL,defense_INT,defense_FF,defense_FR,defense_ST_TAK,kicking_FGM,kicking_FGA,kicking_FG%,kicking_FG_LONG,kicking_XP,kicking_ROUGE,kickoffs_NUM,kickoffs_YDS,kickoffs_LONG,punting_NO,punting_GROSS_YDS,punting_GROSS_AVG,punting_LONG,punting_IN_10,kick_return_NUM,kick_return_YDS,kick_return_LONG,kick_return_AVG,punt_return_NUM,punt_return_YDS,punt_return_LONG,punt_return_AVG,game_id,team_id,team_abv,team_name,season_type,last_updated,season
1464749,20,Kenneth Logan Jr.,Kenneth Logan Jr.,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1468042,26,Vincent Blanchard,Vincent Blanchard,Kicker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,36,2.0,0.0,4.0,288.0,77.0,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1470612,23,Tyshon Blackburn,Tyshon Blackburn,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1470656,13,Kordell Jackson,Kordell Jackson,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1477087,81,Zach Mathis,Zach Mathis,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1482936,25,Chelen Garnes,Chelen Garnes,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1483155,18,Joshua Cephus,Joshua Cephus,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,1.0,23.0,1.0,0.0,23.0,23.0,11.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1483633,42,Noah Taylor,Noah Taylor,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1488897,14,Cole Snyder,Cole Snyder,Offensive_Quarterback,ActiveNotPlayed,,,,,,,,,,1.0,2.0,0,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1501819,45,Dariel Djabome,Dariel Djabome,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1518031,29,JJ Ross,JJ Ross,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1604186,96,Richard Jibunor,Richard Jibunor,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1604187,44,Skyler Griffith,Skyler Griffith,Offensive_Fullback,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,1.0,10.0,8.0,0.0,10.0,10.0,10.0,1.0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1752327,49,Justin Pace,Justin Pace,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,114347,EDM,Edmonton Elks,Regular Season,2026-09-05T13:09:45.302148,2026
1002690,10,Davis Alexander,Davis Alexander,Offensive_Quarterback,Started,29.0,44.0,0.659,356.0,1.0,0.0,34.0,8.091,8.545454545454545,2.0,20.0,0,11,10.0,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1007370,16,Dustin Crum,Dustin Crum,Offensive_Quarterback,ActiveNotPlayed,,,,,,,,,,3.0,3.0,0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1012540,20,Lorenzo Burns,Lorenzo Burns,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1014914,95,Daniel Wise,Daniel Wise,Defensive_Tackle,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1017226,48,Kabion Ento,Kabion Ento,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1075914,94,Mustafa Johnson,Mustafa Johnson,Defensive_Tackle,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1077936,0,Jonathan Sutherland,Jonathan Sutherland,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1079000,15,Alexander Hollins,Alexander Hollins,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,5.0,3.0,54.0,10.0,0.0,23.0,18.0,10.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1081310,85,Tyler Snead,Tyler Snead,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,9.0,5.0,80.0,22.0,1.0,34.0,16.0,8.889,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1084787,91,Isaac Adeyemi-Berglund,Isaac Adeyemi-Berglund,Defensive_End,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1086247,96,Lwal Uguak,Lwal Uguak,Defensive_End,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349524,34,Alexandre Gagne,Alexandre Gagne,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349552,36,Joseph Zema,Joseph Zema,Punter,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,227.0,45.4,51.0,1.0,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349560,12,Najee Murray,Najee Murray,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349566,6,Tyson Philpot,Tyson Philpot,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,10.0,8.0,120.0,40.0,0.0,18.0,15.0,12.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349569,37,Wesley Sutton,Wesley Sutton,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349573,42,Tyrell Richards,Tyrell Richards,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349583,88,Marco Dubois,Marco Dubois,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1349805,2,Micah Awe,Micah Awe,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1350957,19,Jose Maltos Diaz,Jose Maltos Diaz,Kicker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,50,2.0,0.0,3.0,199.0,73.0,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1403971,38,Jacob Mason,Jacob Mason,Offensive_Fullback,ActiveNotPlayed,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1405112,97,Joshua Archibald,Joshua Archibald,Defensive_End,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1468029,33,Arthur Hamlin,Arthur Hamlin,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1468035,9,Geoffrey Cantin-Arku,Geoffrey Cantin-Arku,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1483380,1,Robert Kennedy,Robert Kennedy,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1490240,35,Shomari Lawrence,Shomari Lawrence,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,3.0,12.0,0,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1514701,93,Kori Roberson Jr.,Kori Roberson Jr.,Defensive_Tackle,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1520977,5,Travis Theis,Travis Theis,Offensive_RunningBack,Started,,,,,,,,,,19.0,91.0,1,20,4.789,10.0,9.0,47.0,45.0,0.0,9.0,5.222,4.7,0.9,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,30.0,30.0,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1602296,82,Kaseem Ferdinand,Kaseem Ferdinand,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,5.0,4.0,55.0,6.0,0.0,17.0,13.75,11.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1602445,23,Nate Beauchemin,Nate Beauchemin,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1726378,46,Donovan Manuel,Donovan Manuel,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
835544,25,Mario Alford,Mario Alford,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,3.0,69.0,37.0,23.0,6.0,69.0,21.0,11.5,13419682,86680,MTL,Montreal Alouettes,Regular Season,2026-09-05T13:09:45.302148,2026
1003154,25,Jaydon Grant,Jaydon Grant,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1005315,9,Damon Webb,Damon Webb,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1012374,2,Kyle Wilson,Kyle Wilson,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1031686,90,Miles Brown,Miles Brown,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1081744,87,Erik Brooks,Erik Brooks,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,8.0,6.0,64.0,11.0,0.0,25.0,10.667,8.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,14.0,14.0,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1290033,26,Dedrick Mills,Dedrick Mills,Offensive_RunningBack,Started,,,,,,,,,,15.0,103.0,0,14,6.867,4.0,2.0,11.0,8.0,0.0,8.0,5.5,2.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1297989,6,Derrick Moncrief,Derrick Moncrief,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1345697,34,Tyreik McAllister,Tyreik McAllister,Offensive_RunningBack,ActiveNotPlayed,,,,,,,,,,1.0,14.0,0,14,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,39.0,17.0,9.75,4.0,34.0,12.0,8.5,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1345703,1,Clarence Hicks,Clarence Hicks,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1349467,17,Dejon Brissett,Dejon Brissett,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,5.0,3.0,55.0,21.0,0.0,24.0,18.333,11.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1349494,3,Vernon Adams Jr.,Vernon Adams Jr.,Offensive_Quarterback,Started,20.0,30.0,0.667,254.0,1.0,0.0,29.0,8.467,9.133333333333333,3.0,9.0,0,7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1360678,85,Jalen Philpot,Jalen Philpot,Offensive_WideReceiver,Started,,,,,,,,,,1.0,-2.0,0,-2,-2.0,5.0,3.0,53.0,27.0,0.0,29.0,17.667,10.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1391228,27,Godfrey Onyeka,Godfrey Onyeka,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1397293,0,Adrian Greene,Adrian Greene,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1397525,77,Kelon Thomas,Kelon Thomas,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1403599,14,Clark Barnes,Clark Barnes,Offensive_WideReceiver,ActiveNotPlayed,,,,,,,,,,,,,,,2.0,2.0,32.0,13.0,0.0,17.0,16.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1468040,29,Benjamin Labrosse,Benjamin Labrosse,Defensive_DefensiveBack,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1470687,40,Jackson Sombach,Jackson Sombach,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1483383,91,Tre'Mon Morris-Brash,Tre'Mon Morris-Brash,Defensive_DefensiveLineman,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1483424,37,Jude McAtamney,Jude McAtamney,Kicker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,24,4.0,0.0,4.0,254.0,71.0,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1484045,58,Shaun Peterson Jr.,Shaun Peterson Jr.,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1489484,15,Mark Vassett,Mark Vassett,Punter,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,388.0,48.5,59.0,0.0,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1510987,96,Jaylon Hutchings,Jaylon Hutchings,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1513983,19,Quincy Vaughn,Quincy Vaughn,Offensive_Quarterback,ActiveNotPlayed,,,,,,,,,,4.0,5.0,2,2,1.25,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1601219,44,Anthony Jr Johnson,Anthony Jr Johnson,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1602298,81,Vyshonne Janusas,Vyshonne Janusas,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,1.0,1.0,8.0,2.0,0.0,8.0,8.0,8.0,1.0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
998543,8,Marquel Lee,Marquel Lee,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
998863,4,Tevin Jones,Tevin Jones,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,5.0,3.0,31.0,5.0,1.0,12.0,10.333,6.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,112939,CGY,Calgary Stampeders,Regular Season,2026-09-05T13:09:45.302148,2026
1007936,17,Tommy Stevens,Tommy Stevens,Offensive_Quarterback,ActiveNotPlayed,,,,,,,,,,2.0,3.0,2,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1008130,5,Antoine Brooks Jr.,Antoine Brooks Jr.,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1012862,2,Josh Woods,Josh Woods,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1014314,22,Damarcus Fields,Damarcus Fields,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1014484,47,Aubrey Miller Jr.,Aubrey Miller Jr.,Defensive_Linebacker,ActiveNotPlayed,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1020364,16,Juju Hughes,Juju Hughes,Defensive_DefensiveBack,Started,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1020372,3,KeeSean Johnson,KeeSean Johnson,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,8.0,4.0,58.0,22.0,1.0,38.0,14.5,7.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1021683,45,A.J. Ouellette,A.J. Ouellette,Offensive_RunningBack,Started,,,,,,,,,,18.0,84.0,0,13,4.667,2.0,2.0,18.0,10.0,0.0,13.0,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1077098,19,Samuel Emilus,Samuel Emilus,Offensive_WideReceiver,Started,,,,,,,,,,,,,,,7.0,4.0,90.0,3.0,0.0,38.0,22.5,12.857,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1080069,99,Caleb Sanders,Caleb Sanders,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1130108,6,Jameer Thurman,Jameer Thurman,Defensive_Linebacker,Started,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
1130112,9,James Vaughters,James Vaughters,Defensive_DefensiveLineman,Started,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13419683,106752,SSK,Saskatchewan Roughriders,Regular Season,2026-09-05T13:09:45.302148,2026
